Name,Region,Meal_Type,Diet_Type,Calories,Protein,Carbs,Fats
Palak Soup with Multigrain Toast,Pan India,Lunch,Health & Wellness,206,8,28,6
Quinoa Salad with Vegetables,Pan India,Lunch,Health & Wellness,291,10,35,8
Thekua with Masala Chai,East India,Breakfast,Balanced,305,6,42,9
Rava Idli with Chutney,South India,Breakfast,Weight Gain,441,10,56,17
Egg Bhurji 5 Eggs with Multigrain Toast,Pan India,Lunch,Bodybuilding,435,30,26,20
Paneer Lababdar with Naan,North India,Lunch,Weight Gain,592,22,74,21
Idli with Sambar,South India,Dinner,Weight Loss,211,6,37,2
Gujarati Thali,West India,Lunch,Weight Gain,678,19,84,24
Sattu Sharbat with Toast,East India,Breakfast,Weight Loss,189,9,35,2
Aamti with Rice,West India,Lunch,Weight Loss,331,12,52,6
Kadhi Pakora with Rice,North India,Dinner,Balanced,460,13,57,15
Sprouts Chaat,North India,Breakfast,Weight Loss,162,9,29,2
Mixed Vegetable Sabzi with Roti,North India,Lunch,Weight Loss,321,8,49,7
Warm Turmeric Milk with Light Khichdi,Pan India,Dinner,Health & Wellness,293,9,40,7
Chicken Omelette with Toast,Pan India,Breakfast,Bodybuilding,417,35,21,19
Sprouted Matki Usal,West India,Breakfast,Weight Loss,217,9,26,3
Overnight Oats with Berries,Pan India,Breakfast,Health & Wellness,264,7,45,6
Dal Fry with Jeera Rice,North India,Dinner,Balanced,437,11,54,10
Mixed Vegetable Sabzi with Roti,North India,Lunch,Weight Loss,306,9,51,7
Moong Dal Khichdi,East India,Breakfast,Weight Loss,233,8,33,4
Fresh Coconut Water with 2 Bananas,Pan India,Breakfast,Health & Wellness,274,3,62,1
6 Boiled Eggs (4 Whites 2 Whole),Pan India,Breakfast,Bodybuilding,310,30,1,20
Vegetable Dalma,East India,Lunch,Weight Loss,264,9,50,6
Malabar Parotta with Veg Kurma,South India,Dinner,Weight Gain,608,11,60,18
Steamed Vegetables Carrot Beans Broccoli,Pan India,Lunch,Health & Wellness,140,3,26,2
Chicken Omelette with Toast,Pan India,Breakfast,Bodybuilding,420,33,19,18
Puran Poli with Amti,West India,Lunch,Balanced,422,13,71,14
Egg Bhurji 5 Eggs with Multigrain Toast,Pan India,Lunch,Bodybuilding,467,30,23,23
Egg Bhurji 5 Eggs with Multigrain Toast,Pan India,Lunch,Bodybuilding,387,29,27,20
Crab Masala with Rice,South India,Dinner,Weight Gain,601,36,60,20
Fish Fry with Rice and Dal,East India,Dinner,Balanced,450,28,56,14
Beef Roast with Steamed Vegetables,Pan India,Dinner,Bodybuilding,546,51,9,24
Vegetable Stew with Brown Rice,East India,Dinner,Weight Loss,266,7,41,6
Idli with Tomato Chutney,South India,Breakfast,Weight Loss,183,5,39,2
Macher Jhol with Rice and Papadam,East India,Dinner,Weight Gain,606,27,62,17
Puri Bhaji,North India,Breakfast,Weight Gain,451,10,68,23
Jowar Bhakri with Zunka,West India,Breakfast,Weight Loss,284,9,39,7
Fish Curry with White Rice,South India,Lunch,Weight Gain,555,29,61,19
Oats Idli with Sambar,North India,Breakfast,Weight Loss,234,8,39,5
Sprouted Matki Usal,West India,Breakfast,Weight Loss,210,11,29,3
Steamed Vegetables Carrot Beans Broccoli,Pan India,Lunch,Health & Wellness,139,4,23,1
Poha with Peanuts and Banana Shake,North India,Breakfast,Weight Gain,382,12,71,10
Palak Paneer with 1 Roti,North India,Lunch,Weight Loss,345,18,30,12
Thepla with Curd,West India,Breakfast,Balanced,356,9,45,12
Kanda Poha,West India,Breakfast,Weight Loss,264,6,39,5
Kadhi Pakora with Rice,North India,Dinner,Balanced,463,11,54,12
Ragi Dosa with Coconut Chutney,South India,Breakfast,Weight Loss,230,5,38,7
Tofu Stir Fry with Brown Rice,Pan India,Lunch,Health & Wellness,344,15,38,7
Thalipeeth with Dahi,West India,Breakfast,Weight Loss,255,9,38,7
Aamras with Puri,West India,Breakfast,Weight Gain,502,8,80,18
Kootu with Brown Rice,South India,Lunch,Weight Loss,288,11,54,6
Lauki Soup and Sauteed Veggies,North India,Dinner,Weight Loss,200,6,27,6
Whey Protein Shake with Oats and Banana,Pan India,Breakfast,Bodybuilding,367,33,48,5
Mutton Korma with Roti,North India,Dinner,Weight Gain,504,31,43,23
Soya Chunks Curry with Brown Rice,Pan India,Lunch,Bodybuilding,535,36,62,14
Andhra Style Mutton Biryani,South India,Lunch,Weight Gain,721,36,62,26
Quinoa Salad with Vegetables,Pan India,Lunch,Health & Wellness,299,10,35,8
Jowar Bhakri with Varan Bhath,West India,Lunch,Weight Loss,345,12,54,7
Puran Poli with Amti,West India,Lunch,Balanced,480,11,74,15
Whey Protein Shake with Oats and Banana,Pan India,Breakfast,Bodybuilding,394,32,40,5
Chicken Sukka with Naan,West India,Lunch,Weight Gain,662,41,56,24
Lauki Soup and Sauteed Veggies,North India,Dinner,Weight Loss,208,5,27,5
Hyderabadi Chicken Biryani,South India,Lunch,Weight Gain,728,37,79,29
Brown Rice with Rasam and Cabbage Poriyal,South India,Lunch,Weight Loss,360,10,65,5
Mixed Vegetable Sabzi with Roti,North India,Lunch,Weight Loss,335,8,44,7
Brown Bread Sandwich with Chutney,North India,Breakfast,Weight Loss,266,7,37,5
Vegetable Poha,North India,Breakfast,Weight Loss,228,5,34,4
Sol Kadhi with Rice,West India,Dinner,Weight Loss,233,8,40,8
Mutton Korma with Roti,North India,Dinner,Weight Gain,515,28,37,21
Batata Vada with Pav,West India,Breakfast,Weight Gain,529,9,69,20
Fish Curry Rohu with Quinoa,Pan India,Dinner,Bodybuilding,442,42,47,13
Dal Dhokli,West India,Lunch,Balanced,396,12,60,10
Brown Rice with Rasam and Cabbage Poriyal,South India,Lunch,Weight Loss,352,10,63,5
Shrikhand Puri,West India,Breakfast,Weight Gain,580,12,68,20
Sol Kadhi with Rice,West India,Dinner,Weight Loss,234,7,37,8
Roasted Makhana and Green Tea,Pan India,Dinner,Health & Wellness,122,2,19,2
Fish Fry with Rice and Dal,East India,Dinner,Balanced,501,26,62,12
Tendli Bhaji with Brown Rice,West India,Lunch,Weight Loss,326,9,54,6
Brown Bread Sandwich with Chutney,North India,Breakfast,Weight Loss,246,8,36,5
Macher Jhol with Rice and Papadam,East India,Dinner,Weight Gain,590,26,64,19
Tuna Salad with Whole Wheat Bread,Pan India,Lunch,Bodybuilding,377,37,31,10
Green Smoothie Spinach Banana Flaxseed,Pan India,Breakfast,Health & Wellness,223,6,35,5
Hilsa Fish Curry with White Rice,East India,Lunch,Weight Gain,630,30,64,22
Vegetable Upma,South India,Dinner,Weight Loss,193,5,33,6
Curd Rice with Pickle,South India,Dinner,Balanced,317,10,53,7
Apple with Peanut Butter on Rice Cakes,Pan India,Dinner,Health & Wellness,268,7,35,10
Moong Dal Khichdi,East India,Breakfast,Weight Loss,243,9,38,4
Idli with Tomato Chutney,South India,Breakfast,Weight Loss,220,6,39,2
Herbal Tea with Fruit Salad,Pan India,Dinner,Health & Wellness,132,1,37,1
Stuffed Paratha with Full Fat Curd,North India,Breakfast,Weight Gain,539,14,73,19
Chicken Tikka Salad,Pan India,Dinner,Bodybuilding,341,36,14,13
Puttu with Kadala Curry,South India,Breakfast,Balanced,383,14,50,7
Vegetable Upma,South India,Dinner,Weight Loss,203,4,32,6
Pesarattu with Ginger Chutney,South India,Breakfast,Weight Loss,217,9,34,3
Khichuri with Ghee and Begun Bhaja,East India,Breakfast,Weight Gain,481,11,64,18
Cottage Cheese Salad with Seeds,Pan India,Dinner,Bodybuilding,339,26,13,20
Millet Sambar Rice,South India,Lunch,Weight Loss,320,13,60,7
Mutton Korma with Roti,North India,Dinner,Weight Gain,554,26,40,23
Chira Dahi with Jaggery,East India,Breakfast,Weight Loss,227,7,42,3
Chira Dahi with Jaggery,East India,Breakfast,Weight Loss,218,6,44,3
Oats Idli with Sambar,North India,Breakfast,Weight Loss,251,7,40,4
Grilled Vegetables with Raita,North India,Dinner,Weight Loss,190,7,23,7
Soya Chunks Curry with Brown Rice,Pan India,Lunch,Bodybuilding,517,39,53,13
Aloo Paratha with Curd and Butter,North India,Breakfast,Weight Gain,501,10,56,16
Tandoori Paneer Tikka with Salad,North India,Dinner,Weight Loss,239,18,10,11
Thekua with Masala Chai,East India,Breakfast,Balanced,256,6,44,10
Grilled Chicken Breast with Broccoli,Pan India,Lunch,Bodybuilding,494,53,10,12
Rice with Chole and Paneer Butter Masala,North India,Lunch,Weight Gain,541,20,74,27
Jowar Bhakri with Zunka,West India,Breakfast,Weight Loss,276,9,44,6
Stuffed Capsicum with Raita,North India,Dinner,Balanced,341,11,40,13
Batata Vada with Pav,West India,Breakfast,Weight Gain,512,10,60,22
Masala Dosa with Sambar and Chutney,South India,Breakfast,Weight Gain,415,11,69,15
Curd Rice with Pickle,South India,Dinner,Balanced,351,10,61,7
Egg Biryani,East India,Lunch,Weight Gain,613,29,60,22
Bharli Vangi with Bhakri,West India,Dinner,Weight Loss,310,9,39,13
Hyderabadi Chicken Biryani,South India,Lunch,Weight Gain,802,38,69,31
Dal Palak with Grilled Fish,Pan India,Dinner,Bodybuilding,458,37,25,12
Sprouted Matki Usal,West India,Breakfast,Weight Loss,217,8,28,4
Kootu with Brown Rice,South India,Lunch,Weight Loss,338,11,50,5
Vegetable Poha,North India,Breakfast,Weight Loss,229,5,38,4
Mutton Biryani,North India,Lunch,Weight Gain,708,39,71,27
Roti with Mixed Veg Sabzi and Curd,North India,Lunch,Balanced,451,15,58,11
Vegetable Dalma,East India,Lunch,Weight Loss,301,9,43,6
Lamb Vindaloo with Rice,West India,Dinner,Weight Gain,613,30,65,25
Nachni Dosa with Chutney,West India,Breakfast,Weight Loss,219,6,37,6
6 Boiled Eggs (4 Whites 2 Whole),Pan India,Breakfast,Bodybuilding,339,33,2,20
Rava Idli with Chutney,South India,Breakfast,Weight Gain,420,10,54,17
Puran Poli with Amti,West India,Lunch,Balanced,485,10,64,14
Dal Fry with Jeera Rice,North India,Dinner,Balanced,416,11,60,10
Malabar Parotta with Veg Kurma,South India,Dinner,Weight Gain,604,12,59,21
Pesarattu with Ginger Chutney,South India,Breakfast,Weight Loss,236,10,30,3
Mutton Keema with 2 Dry Chapatis,Pan India,Lunch,Bodybuilding,516,48,42,20
Moong Dal Chilla,North India,Breakfast,Weight Loss,227,10,30,5
Fish Curry with White Rice,South India,Lunch,Weight Gain,587,30,55,19
Fish Curry with White Rice,South India,Lunch,Weight Gain,582,33,61,16
Ragi Dosa with Coconut Chutney,South India,Breakfast,Weight Loss,201,5,38,6
Rajma Chawal,North India,Lunch,Balanced,406,16,73,9
Rice with Fish Curry and Papadam,South India,Dinner,Weight Gain,600,27,60,17
Palak Soup with Multigrain Toast,Pan India,Lunch,Health & Wellness,211,8,25,6
Jowar Bhakri with Zunka,West India,Breakfast,Weight Loss,274,10,43,6
Sol Kadhi with Rice,West India,Dinner,Weight Loss,255,7,34,8
Poha with Peanuts and Banana Shake,North India,Breakfast,Weight Gain,431,10,67,10
Rice with Fish Curry and Papadam,South India,Dinner,Weight Gain,575,29,66,17
Rice with Chole and Paneer Butter Masala,North India,Lunch,Weight Gain,539,20,71,22
Tofu Stir Fry with Brown Rice,Pan India,Lunch,Health & Wellness,297,14,40,8
Dal Fry with Jeera Rice,North India,Dinner,Balanced,419,10,65,9
Tuna Salad with Whole Wheat Bread,Pan India,Lunch,Bodybuilding,392,40,30,12
Egg Biryani,East India,Lunch,Weight Gain,535,24,71,21
Gujarati Thali,West India,Lunch,Weight Gain,682,16,87,26
Cucumber and Tomato Raita with Mint,Pan India,Dinner,Health & Wellness,154,4,14,6
Fish Curry with White Rice,South India,Lunch,Weight Gain,615,31,63,18
Mosambi Juice with Sprouts Toast,Pan India,Breakfast,Health & Wellness,242,8,34,4
Steamed Vegetables Carrot Beans Broccoli,Pan India,Lunch,Health & Wellness,133,4,24,1
Brown Rice with Rasam and Cabbage Poriyal,South India,Lunch,Weight Loss,365,9,56,4
Upma with Vegetables,North India,Breakfast,Weight Loss,209,5,37,4
Mutton Kolhapuri with Rice,West India,Lunch,Weight Gain,677,36,61,29
Brown Rice with Rajma,North India,Lunch,Weight Loss,422,14,64,6
Fish Recheado with Rice,West India,Dinner,Weight Gain,644,33,59,24
Chicken Omelette with Toast,Pan India,Breakfast,Bodybuilding,388,33,21,17
Tandoori Paneer Tikka with Salad,North India,Dinner,Weight Loss,235,18,9,10
Macher Jhol with Rice and Papadam,East India,Dinner,Weight Gain,594,30,55,17
Tandoori Paneer Tikka with Salad,North India,Dinner,Weight Loss,278,17,8,10
Lentil Soup with Whole Wheat Bread,Pan India,Lunch,Health & Wellness,282,13,45,4
Tofu Stir Fry with Brown Rice,Pan India,Lunch,Health & Wellness,322,15,39,8
Macher Jhol with Rice and Papadam,East India,Dinner,Weight Gain,625,24,63,18
Moong Dal Chilla,North India,Breakfast,Weight Loss,226,11,32,5
Brown Rice with Rajma,North India,Lunch,Weight Loss,381,12,62,7
Brown Rice with Rasam and Cabbage Poriyal,South India,Lunch,Weight Loss,305,10,55,4
Mung Bean Salad with Olive Oil,Pan India,Lunch,Health & Wellness,222,10,25,7
Oats Idli with Sambar,North India,Breakfast,Weight Loss,276,7,41,4
Roti with Mixed Veg Sabzi and Curd,North India,Lunch,Balanced,433,16,58,13
Brown Rice with Rasam and Cabbage Poriyal,South India,Lunch,Weight Loss,371,10,55,5
Mosambi Juice with Sprouts Toast,Pan India,Breakfast,Health & Wellness,195,7,38,4
Misal Pav with Butter,West India,Breakfast,Weight Gain,534,16,76,19
Tomato Shorba with Roti,East India,Dinner,Weight Loss,224,6,33,5
Quinoa Salad with Vegetables,Pan India,Lunch,Health & Wellness,261,9,39,8
Vegetable Dalma,East India,Lunch,Weight Loss,334,10,46,6
Oats Idli with Sambar,North India,Breakfast,Weight Loss,224,7,37,5
Sol Kadhi with Rice,West India,Dinner,Weight Loss,266,8,36,8
Prawn Malaikari with Rice,East India,Lunch,Weight Gain,653,28,69,24
Mutton Korma with Roti,North India,Dinner,Weight Gain,509,30,42,24
Kanda Poha,West India,Breakfast,Weight Loss,270,6,42,5
Mutton Kolhapuri with Rice,West India,Lunch,Weight Gain,690,31,57,24
Mutton Keema with 2 Dry Chapatis,Pan India,Lunch,Bodybuilding,580,44,41,19
Tandoori Paneer Tikka with Salad,North India,Dinner,Weight Loss,227,20,9,11
Prawn Malaikari with Rice,East India,Lunch,Weight Gain,724,29,67,23
Tendli Bhaji with Brown Rice,West India,Lunch,Weight Loss,340,8,47,7
Papaya and Chia Seeds Bowl,Pan India,Breakfast,Health & Wellness,189,3,31,5
Mutton Keema with 2 Dry Chapatis,Pan India,Lunch,Bodybuilding,489,39,44,19
Brown Rice with Macher Jhol (small portion),East India,Lunch,Weight Loss,348,19,38,9
Mixed Vegetable Sabzi with Roti,North India,Lunch,Weight Loss,297,8,52,7
Sol Kadhi with Rice,West India,Dinner,Weight Loss,263,7,36,7
Khichdi with Ghee (Small),North India,Dinner,Weight Loss,293,8,42,7
Sprouted Moong Salad with Lemon and Cucumber,Pan India,Lunch,Health & Wellness,137,8,26,2
Appam with Vegetable Stew,South India,Breakfast,Weight Loss,246,4,39,7
Khichdi with Ghee (Small),North India,Dinner,Weight Loss,290,9,38,7
Vegetable Dalma,East India,Lunch,Weight Loss,303,10,43,6
Chira Dahi with Jaggery,East India,Breakfast,Weight Loss,212,7,39,4
Sprouts Chaat,North India,Breakfast,Weight Loss,168,9,27,3
Thepla with Curd,West India,Breakfast,Balanced,350,11,46,13
Appam with Vegetable Stew,South India,Breakfast,Weight Loss,248,4,41,8
Mutton Keema with 2 Dry Chapatis,Pan India,Lunch,Bodybuilding,528,47,35,19
Fish Curry with White Rice,South India,Lunch,Weight Gain,531,29,57,19
Khichdi with Ghee (Small),North India,Dinner,Weight Loss,264,8,45,8
Prawn Malaikari with Rice,East India,Lunch,Weight Gain,644,35,61,27
Moong Dal Khichdi,East India,Breakfast,Weight Loss,214,9,35,5
Sattu Ka Paratha with Curd,East India,Breakfast,Balanced,348,13,47,9
Bharli Vangi with Bhakri,West India,Dinner,Weight Loss,328,9,37,11
Mixed Fruit Bowl Apple Papaya Banana,Pan India,Breakfast,Health & Wellness,221,1,43,1
Soya Chunks Curry with Brown Rice,Pan India,Lunch,Bodybuilding,525,41,53,13
Jowar Bhakri with Zunka,West India,Breakfast,Weight Loss,254,9,40,7
Cottage Cheese Salad with Seeds,Pan India,Dinner,Bodybuilding,321,26,12,23
Rajma Chawal,North India,Lunch,Balanced,470,17,62,10
Lamb Vindaloo with Rice,West India,Dinner,Weight Gain,738,34,69,26
Mutton Keema with 2 Dry Chapatis,Pan India,Lunch,Bodybuilding,514,40,35,20
Bharli Vangi with Bhakri,West India,Dinner,Weight Loss,267,9,42,12
Paneer Tikka 250g with Mint Chutney,Pan India,Dinner,Bodybuilding,444,44,10,25
Rice with Mutton Kosha,East India,Lunch,Weight Gain,667,39,76,32
Kootu with Brown Rice,South India,Lunch,Weight Loss,309,11,48,5
Vegetable Avial with Brown Rice,South India,Dinner,Weight Loss,273,7,50,8
Puri Bhaji,North India,Breakfast,Weight Gain,486,10,65,22
Bisi Bele Bath,South India,Lunch,Balanced,441,14,64,12
Pongal with Medu Vada and Filter Coffee,South India,Breakfast,Weight Gain,499,15,60,19
Upma with Vegetables,North India,Breakfast,Weight Loss,204,5,38,5
Avocado on Millet Toast,Pan India,Breakfast,Health & Wellness,311,5,29,14
Herbal Tea with Fruit Salad,Pan India,Dinner,Health & Wellness,144,2,33,1
Dal Fry with Steamed Rice (Small),North India,Lunch,Weight Loss,336,12,46,6
Hyderabadi Chicken Biryani,South India,Lunch,Weight Gain,671,43,73,30
Millet Sambar Rice,South India,Lunch,Weight Loss,323,12,60,7
Masala Dosa with Sambar and Chutney,South India,Breakfast,Weight Gain,469,10,59,15
Fish Fry with Rice and Dal,East India,Dinner,Balanced,411,23,56,14
Egg Curry with Rice,South India,Dinner,Weight Gain,494,26,52,18
Lemon Rice with Curd,South India,Dinner,Balanced,382,7,59,10
Overnight Oats with Berries,Pan India,Breakfast,Health & Wellness,290,7,38,7
Roasted Makhana and Green Tea,Pan India,Dinner,Health & Wellness,131,3,19,2
Cottage Cheese Salad with Seeds,Pan India,Dinner,Bodybuilding,338,29,11,22
6 Boiled Eggs (4 Whites 2 Whole),Pan India,Breakfast,Bodybuilding,357,26,2,18
Bisi Bele Bath,South India,Lunch,Balanced,434,12,73,13
Puri Bhaji,North India,Breakfast,Weight Gain,438,11,66,20
Malabar Parotta with Veg Kurma,South India,Dinner,Weight Gain,580,11,58,18
Curd Rice with Pickle,South India,Dinner,Balanced,319,9,53,8
Kanda Poha,West India,Breakfast,Weight Loss,252,6,47,6
Steamed Vegetables Carrot Beans Broccoli,Pan India,Lunch,Health & Wellness,123,3,23,2
Tendli Bhaji with Brown Rice,West India,Lunch,Weight Loss,344,9,48,7
Paneer Tikka 250g with Mint Chutney,Pan India,Dinner,Bodybuilding,443,39,9,22
Thalipeeth with Dahi,West India,Breakfast,Weight Loss,263,9,37,7
Aloo Paratha with Curd and Butter,North India,Breakfast,Weight Gain,471,9,65,17
Brown Rice with Macher Jhol (small portion),East India,Lunch,Weight Loss,346,21,36,8
Luchi with Alur Dom,East India,Breakfast,Weight Gain,487,8,60,22
White Rice with Chicken Chettinad and Curd,South India,Lunch,Weight Gain,692,31,61,23
Mutton Rezala with Roti,East India,Dinner,Weight Gain,567,31,46,26
Besan Chilla with Mint Chutney,North India,Breakfast,Weight Loss,241,13,24,6
Apple with Peanut Butter on Rice Cakes,Pan India,Dinner,Health & Wellness,251,7,36,9
Rava Idli with Chutney,South India,Breakfast,Weight Gain,386,8,55,15
Whey Protein Shake with Oats and Banana,Pan India,Breakfast,Bodybuilding,390,39,41,5
Lemon Rice with Curd,South India,Dinner,Balanced,385,7,71,9
Bisi Bele Bath,South India,Lunch,Balanced,436,14,63,11
Crab Masala with Rice,South India,Dinner,Weight Gain,628,36,55,20
Stuffed Paratha with Full Fat Curd,North India,Breakfast,Weight Gain,470,14,64,18
Brown Rice with Macher Jhol (small portion),East India,Lunch,Weight Loss,372,24,45,7
Khichdi with Ghee (Small),North India,Dinner,Weight Loss,291,8,44,7
Warm Turmeric Milk with Light Khichdi,Pan India,Dinner,Health & Wellness,309,8,39,8
Paratha with Egg Bhurji,East India,Breakfast,Weight Gain,506,18,54,19
Pongal with Medu Vada and Filter Coffee,South India,Breakfast,Weight Gain,450,14,51,21
Moong Dal Khichdi,East India,Breakfast,Weight Loss,259,10,34,5
South Indian Thali,South India,Lunch,Balanced,478,13,68,13
Mutton Korma with Roti,North India,Dinner,Weight Gain,535,30,40,26
Lamb Vindaloo with Rice,West India,Dinner,Weight Gain,712,34,68,26
Misal Pav with Butter,West India,Breakfast,Weight Gain,496,14,66,22
Paneer Lababdar with Naan,North India,Lunch,Weight Gain,647,19,71,22
Hilsa Fish Curry with White Rice,East India,Lunch,Weight Gain,594,28,60,20
Fish Fry with Rice and Dal,East India,Dinner,Balanced,429,27,50,13
Paneer Tikka 250g with Mint Chutney,Pan India,Dinner,Bodybuilding,429,45,9,25
Paneer Tikka Masala with Jeera Rice,North India,Dinner,Weight Gain,589,23,66,19
Hyderabadi Chicken Biryani,South India,Lunch,Weight Gain,666,44,64,30
Ven Pongal with Ghee,South India,Breakfast,Weight Gain,454,10,64,18
Kachumber Salad with Varan Bhath,West India,Dinner,Balanced,319,8,49,10
